Demand Planning Standard SKU Name,Group SKU,Channel,Sub Division Name,Duplication,1,2,3,4,5,6,7,8,9,10,11,12
Shampoo La'petal Inno 2 - 630ml,LPT _ Shampoo,MT0,Personal Care,Shampoo La'petal Inno 2 - 630mlLPT _ ShampooMT0,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Inno 3 - 630ml,LPT _ Shampoo,MT0,Personal Care,Shampoo La'petal Inno 3 - 630mlLPT _ ShampooMT0,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Antidruff 630ml,LPT _ Shampoo,MT0,Personal Care,Shampoo La'petal Antidruff 630mlLPT _ ShampooMT0,,,,,,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Conditioner La'patal Inno 1 - 630ml,LPT _ Conditioner,MT0,Personal Care,Conditioner La'patal Inno 1 - 630mlLPT _ ConditionerMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cleanser La'petal Inno 1 - 150gr,LPT _ Cleanser,NETCO_C1,Personal Care,Cleanser La'petal Inno 1 - 150grLPT _ CleanserNETCO_C1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Cleanser La'petal Inno 2 - 150gr,LPT _ Cleanser,NETCO_C1,Personal Care,Cleanser La'petal Inno 2 - 150grLPT _ CleanserNETCO_C1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Cleanser La'petal Inno 3 - 150gr,LPT _ Cleanser,NETCO_C1,Personal Care,Cleanser La'petal Inno 3 - 150grLPT _ CleanserNETCO_C1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Liquid Detergent Chanté Pouch - 3.4kg,Chanté _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent Chanté Pouch - 3.4kgChanté _ Liquid Detergent _ InnoNETCO_C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hand wash La'petal 250ml,LPT _ Handwash,NETCO_C1,Personal Care,Hand wash La'petal 250mlLPT _ HandwashNETCO_C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bộ sữa tắm capsule V1,LPT _ Shower gel _ Perfume,NETCO_C1,Personal Care,Bộ sữa tắm capsule V1LPT _ Shower gel _ PerfumeNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V2,LPT _ Shower gel _ Perfume,NETCO_C1,Personal Care,Bộ sữa tắm capsule V2LPT _ Shower gel _ PerfumeNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V3,LPT _ Shower gel _ Perfume,NETCO_C1,Personal Care,Bộ sữa tắm capsule V3LPT _ Shower gel _ PerfumeNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V4,LPT _ Shower gel _ Perfume,NETCO_C1,Personal Care,Bộ sữa tắm capsule V4LPT _ Shower gel _ PerfumeNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bộ sữa tắm capsule V5,LPT _ Shower gel _ Perfume,NETCO_C1,Personal Care,Bộ sữa tắm capsule V5LPT _ Shower gel _ PerfumeNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Powder Detergent NET Inno Powder 3kg,Net _ Powder Detergent _ Inno,NETCO_C1,Home Care,Powder Detergent NET Inno Powder 3kgNet _ Powder Detergent _ InnoNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Powder Detergent NET Inno Powder 5.5kg,Net _ Powder Detergent _ Inno,NETCO_C1,Home Care,Powder Detergent NET Inno Powder 5.5kgNet _ Powder Detergent _ InnoNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Powder Detergent NET Inno Powder 400gr,Net _ Powder Detergent _ Inno,NETCO_C1,Home Care,Powder Detergent NET Inno Powder 400grNet _ Powder Detergent _ InnoNETCO_C1,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Powder Detergent NET Inno Powder 800gr,Net _ Powder Detergent _ Inno,NETCO_C1,Home Care,Powder Detergent NET Inno Powder 800grNet _ Powder Detergent _ InnoNETCO_C1,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Liquid Detergent NET Matic Inno 1 - 3.6kg,Net _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent NET Matic Inno 1 - 3.6kgNet _ Liquid Detergent _ InnoNETCO_C1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent NET Matic Inno 2 - 3.6kg,Net _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent NET Matic Inno 2 - 3.6kgNet _ Liquid Detergent _ InnoNETCO_C1,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent NET Matic Inno 1 - 1.5kg,Net _ Liquid Detergent _ Inno,NETCO_C1,Home Care,Liquid Detergent NET Matic Inno 1 - 1.5kgNet _ Liquid Detergent _ InnoNETCO_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Dish-wash Sạch hương Chanh 800gr,Net _ Dishwash _ Inno,NETCO_C1,Home Care,Dish-wash Sạch hương Chanh 800grNet _ Dishwash _ InnoNETCO_C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Joins Liquid Inno 1 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 1 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 2 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 2 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 3 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 3 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 4 Bottle - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 4 Bottle - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 1 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 1 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 2 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 2 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 3 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 3 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"Joins Liquid Inno 4 Pouch - 3,3kg",Joins _ Liquid Detergent _ Inno,NETCO_C1,Home Care,"Joins Liquid Inno 4 Pouch - 3,3kgJoins _ Liquid Detergent _ InnoNETCO_C1",0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Shampoo La'petal Inno 1 - 6ml,LPT _ Shampoo,NETCO_C1,Personal Care,Shampoo La'petal Inno 1 - 6mlLPT _ ShampooNETCO_C1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Shampoo La'petal Inno 1 - 630ml,LPT _ Shampoo,NETCO_C1,Personal Care,Shampoo La'petal Inno 1 - 630mlLPT _ ShampooNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Inno 2 - 630ml,LPT _ Shampoo,NETCO_C1,Personal Care,Shampoo La'petal Inno 2 - 630mlLPT _ ShampooNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Inno 3 - 630ml,LPT _ Shampoo,NETCO_C1,Personal Care,Shampoo La'petal Inno 3 - 630mlLPT _ ShampooNETCO_C1,0.3,0.3,0.3,0.3,0.3,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Shampoo La'petal Antidruff 630ml,LPT _ Shampoo,NETCO_C1,Personal Care,Shampoo La'petal Antidruff 630mlLPT _ ShampooNETCO_C1,,,,,,0.225,0.225,0.225,0.225,0.225,0.225,0.225
Conditioner La'patal Inno 1 - 630ml,LPT _ Conditioner,NETCO_C1,Personal Care,Conditioner La'patal Inno 1 - 630mlLPT _ ConditionerNETCO_C1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Cereals B'fast Dinh Dưỡng 25gr,B'fast _ NC,KA0,Nutrition,Instant Cereals B'fast Dinh Dưỡng 25grB'fast _ NCKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Cereals B'fast Canxi Dinh Dưỡng 25gr,B'fast _ NC (canxi),KA0,Nutrition,Instant Cereals B'fast Canxi Dinh Dưỡng 25grB'fast _ NC (canxi)KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Marinating Chinsu Gia vị hoàn chỉnh xốt gà chiên nước mắm 70gr,Cooking sauces,GT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt gà chiên nước mắm 70grCooking saucesGT0,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811
Marinating Chinsu Gia vị hoàn chỉnh xốt thịt kho 70gr,Cooking sauces,GT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt thịt kho 70grCooking saucesGT0,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019
Marinating Chinsu Gia vị hoàn chỉnh xốt lẩu Thái 180gr,Cooking sauces_Innovation,GT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt lẩu Thái 180grCooking sauces_InnovationGT0,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003,0.16000000000000003
Marinating Chinsu Gia vị hoàn chỉnh xốt thịt nướng 80gr,Cooking sauces_Innovation,GT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt thịt nướng 80grCooking sauces_InnovationGT0,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
Marinating Chinsu Gia vị hoàn chỉnh xốt gà chiên nước mắm 70gr,Cooking sauces,MT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt gà chiên nước mắm 70grCooking saucesMT0,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811,0.4876550100349811
Marinating Chinsu Gia vị hoàn chỉnh xốt thịt kho 70gr,Cooking sauces,MT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt thịt kho 70grCooking saucesMT0,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019,0.512344989965019
Marinating Chinsu Gia vị hoàn chỉnh xốt lẩu Thái 180gr,Cooking sauces_Innovation,MT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt lẩu Thái 180grCooking sauces_InnovationMT0,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727
Marinating Chinsu Gia vị hoàn chỉnh xốt thịt nướng 80gr,Cooking sauces_Innovation,MT0,Seasoning,Marinating Chinsu Gia vị hoàn chỉnh xốt thịt nướng 80grCooking sauces_InnovationMT0,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727,0.22727272727272727
Oyster Sauces Chinsu 400gr,Oyster Sauce_Innovation,GT0,Seasoning,Oyster Sauces Chinsu 400grOyster Sauce_InnovationGT0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Oyster Sauces Chinsu 120gr,Oyster Sauce_Innovation,GT0,Seasoning,Oyster Sauces Chinsu 120grOyster Sauce_InnovationGT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Oyster Sauces Chinsu 400gr,Oyster Sauce_Innovation,MT0,Seasoning,Oyster Sauces Chinsu 400grOyster Sauce_InnovationMT0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Oyster Sauces Chinsu 120gr,Oyster Sauce_Innovation,MT0,Seasoning,Oyster Sauces Chinsu 120grOyster Sauce_InnovationMT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Soya Sauces Chinsu Tỏi Ớt 330ml,NT Chinsu Tỏi ớt,GT0,Seasoning,Soya Sauces Chinsu Tỏi Ớt 330mlNT Chinsu Tỏi ớtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Soya Sauces Chinsu Tỏi Ớt 330ml,NT Chinsu Tỏi ớt,MT0,Seasoning,Soya Sauces Chinsu Tỏi Ớt 330mlNT Chinsu Tỏi ớtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ketchup Chinsu 250gr,Tomato sauce,GT0,Seasoning,Ketchup Chinsu 250grTomato sauceGT0,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909
Ketchup Chinsu 500gr,Tomato sauce,GT0,Seasoning,Ketchup Chinsu 500grTomato sauceGT0,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906
Sachet TC,Tomato sauce,GT0,Seasoning,Sachet TCTomato sauceGT0,,,,,,,,,,,,
Ketchup Chinsu 250gr,Tomato sauce,MT0,Seasoning,Ketchup Chinsu 250grTomato sauceMT0,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909,0.8409090909090909
Ketchup Chinsu 500gr,Tomato sauce,MT0,Seasoning,Ketchup Chinsu 500grTomato sauceMT0,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906,0.15909090909090906
Sachet TC,Tomato sauce,MT0,Seasoning,Sachet TCTomato sauceMT0,,,,,,,,,,,,
Granules Chinsu ngọt thanh Nấm Shiitake và Tảo Kombu 450gr,HN Nhật_Innovation,GT0,Seasoning,Granules Chinsu ngọt thanh Nấm Shiitake và Tảo Kombu 450grHN Nhật_InnovationGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Granules Chinsu ngọt thanh Nấm Shiitake và Tảo Kombu 450gr,HN Nhật_Innovation,MT0,Seasoning,Granules Chinsu ngọt thanh Nấm Shiitake và Tảo Kombu 450grHN Nhật_InnovationMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Granules Chinsu ngọt tôm thơm thịt 2kg,HN Chinsu,GT0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 2kgHN ChinsuGT0,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.406,0.53,0.53,0.53
Granules Chinsu ngọt tôm thơm thịt 900gr,HN Chinsu,GT0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 900grHN ChinsuGT0,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.27,0.29,0.29
Granules Chinsu ngọt tôm thơm thịt 2kg,HN Chinsu,MT0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 2kgHN ChinsuMT0,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
Granules Chinsu ngọt tôm thơm thịt 900gr,HN Chinsu,MT0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 900grHN ChinsuMT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TO NEW SKU Chấm hải sản,TO Chinsu_Hải sản,GT0,Seasoning,TO NEW SKU Chấm hải sảnTO Chinsu_Hải sảnGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TO NEW SKU Chấm hải sản,TO Chinsu_Hải sản,MT0,Seasoning,TO NEW SKU Chấm hải sảnTO Chinsu_Hải sảnMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fish Sauces Nam Ngư ớt tỏi Lý Sơn 300ml,NN_Ớt Tỏi,GT0,Seasoning,Fish Sauces Nam Ngư ớt tỏi Lý Sơn 300mlNN_Ớt TỏiGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fish Sauces Nam Ngư ớt tỏi Lý Sơn 300ml,NN_Ớt Tỏi,MT0,Seasoning,Fish Sauces Nam Ngư ớt tỏi Lý Sơn 300mlNN_Ớt TỏiMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fish Sauces Nam Ngư ớt tỏi Lý Sơn 300ml,NN_Ớt Tỏi,KA0,Seasoning,Fish Sauces Nam Ngư ớt tỏi Lý Sơn 300mlNN_Ớt TỏiKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Soya Sauces Chinsu đậm đặc 2L,HRC_Innovation,KA0,Seasoning,Soya Sauces Chinsu đậm đặc 2LHRC_InnovationKA0,0.14367816091954022,0.14367816091954022,0.14367816091954022,0.14367816091954022,0.14367816091954022,0.23094688221709006,0.23094688221709006,0.23094688221709006,0.23094688221709006,0.23094688221709006,0.23094688221709006,0.23094688221709006
Chilli Sauces Chinsu Professional 2.1kg,Tương ớt HRC,KA0,Seasoning,Chilli Sauces Chinsu Professional 2.1kgTương ớt HRCKA0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.9833333333333333,0.9833333333333333,0.99
Other sauces sa tế Chinsu tôm ớt sả 90gr,Sate,GT0,Seasoning,Other sauces sa tế Chinsu tôm ớt sả 90grSateGT0,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
Other sauces sa tế Chinsu tôm ớt riềng 90gr,Sate,GT0,Seasoning,Other sauces sa tế Chinsu tôm ớt riềng 90grSateGT0,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
CHAO 240G,Chao,GT0,Seasoning,CHAO 240GChaoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
GIẤM GẠO NCHV CHIN-SU 330ML,Giấm,GT0,Seasoning,GIẤM GẠO NCHV CHIN-SU 330MLGiấmGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sachet Mayonnaise,Mayonnaise,GT0,Seasoning,Sachet MayonnaiseMayonnaiseGT0,,,,,,,,,,,,
CHAO 120G,Chao,GT0,Seasoning,CHAO 120GChaoGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
GIẤM GẠO NCHV CHIN-SU 330ML,Giấm,MT0,Seasoning,GIẤM GẠO NCHV CHIN-SU 330MLGiấmMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sachet Mayonnaise,Mayonnaise,MT0,Seasoning,Sachet MayonnaiseMayonnaiseMT0,,,,,,,,,,,,
Soya Sauces Chinsu Tỏi Ớt 330ml,NT Chinsu Tỏi ớt,KA0,Seasoning,Soya Sauces Chinsu Tỏi Ớt 330mlNT Chinsu Tỏi ớtKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chilli Sauces Chinsu 500gr,TO Chinsu,KA0,Seasoning,Chilli Sauces Chinsu 500grTO ChinsuKA0,,,,,,,0.036036036036036,0.036036036036036,0.036036036036036,0.036036036036036,0.036036036036036,0.036036036036036
Chilli Sauces Chinsu 250gr,TO Chinsu,KA0,Seasoning,Chilli Sauces Chinsu 250grTO ChinsuKA0,1.0,1.0,1.0,1.0,1.0,1.0,0.963963963963964,0.963963963963964,0.963963963963964,0.963963963963964,0.963963963963964,0.963963963963964
Granules Chinsu ngọt tôm thơm thịt 2kg,HN Chinsu,KA0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 2kgHN ChinsuKA0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
Granules Chinsu ngọt tôm thơm thịt 900gr,HN Chinsu,KA0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 900grHN ChinsuKA0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Fish Sauces Nam Ngư cao cấp 500ml,NN Phú Quốc,GT0,Seasoning,Fish Sauces Nam Ngư cao cấp 500mlNN Phú QuốcGT0,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8666666666666667
Fish Sauces Nam Ngư cao cấp 500ml,NN Phú Quốc,MT0,Seasoning,Fish Sauces Nam Ngư cao cấp 500mlNN Phú QuốcMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fish Sauces Nam Ngư cao cấp 500ml,NN Phú Quốc,KA0,Seasoning,Fish Sauces Nam Ngư cao cấp 500mlNN Phú QuốcKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Granules Chinsu ngọt tôm thơm thịt 400gr,HN Chinsu,GT0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 400grHN ChinsuGT0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.1,0.1,0.1
Granules Chinsu ngọt tôm thơm thịt 400gr,HN Chinsu,MT0,Seasoning,Granules Chinsu ngọt tôm thơm thịt 400grHN ChinsuMT0,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
Chilli Sauces Chinsu Phở Bún Miến 235gr,TO Phở Bún Miến_Innovation,GT0,Seasoning,Chilli Sauces Chinsu Phở Bún Miến 235grTO Phở Bún Miến_InnovationGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chilli Sauces Chinsu Phở Bún Miến 235gr,TO Phở Bún Miến_Innovation,MT0,Seasoning,Chilli Sauces Chinsu Phở Bún Miến 235grTO Phở Bún Miến_InnovationMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chilli Sauces Chinsu Phở Bún Miến 235gr,TO Phở Bún Miến_Innovation,KA0,Seasoning,Chilli Sauces Chinsu Phở Bún Miến 235grTO Phở Bún Miến_InnovationKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Soya Sauces Chinsu lên men tự nhiên 300ml,NT Lên men Nhật_Innovation,GT0,Seasoning,Soya Sauces Chinsu lên men tự nhiên 300mlNT Lên men Nhật_InnovationGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Soya Sauces Chinsu lên men tự nhiên 300ml,NT Lên men Nhật_Innovation,MT0,Seasoning,Soya Sauces Chinsu lên men tự nhiên 300mlNT Lên men Nhật_InnovationMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Soya Sauces Chinsu lên men tự nhiên 300ml,NT Lên men Nhật_Innovation,KA0,Seasoning,Soya Sauces Chinsu lên men tự nhiên 300mlNT Lên men Nhật_InnovationKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chilli Sauces Chinsu Wasabi 250gr,TO Wasabi_Innovation,GT0,Seasoning,Chilli Sauces Chinsu Wasabi 250grTO Wasabi_InnovationGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Chilli Sauces Chinsu Wasabi 250gr,TO Wasabi_Innovation,MT0,Seasoning,Chilli Sauces Chinsu Wasabi 250grTO Wasabi_InnovationMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fish Sauces Nam Ngư ớt tỏi Lý Sơn 100ml,NN_Ớt Tỏi,GT0,Seasoning,Fish Sauces Nam Ngư ớt tỏi Lý Sơn 100mlNN_Ớt TỏiGT0,,,,,,,,,,,,
